,temperature_2m_mean,city,,,,,,,,,
2722,26.3,Colombo,,,,,,,,,
2723,26.7,Colombo,,,,,,,,,
2724,27.1,Colombo,,,,,,,,,
2725,27,Colombo,,,,,,,,,
2726,26,Colombo,,,,,,,,,
2727,26.5,Colombo,,,,,,,,,
2728,27.1,Colombo,,,,,,,,,
2729,26.8,Colombo,,,,,,,,,
2730,26.1,Colombo,,,,,,,,,
2731,25.8,Colombo,,,,,,,,,
2732,26,Colombo,,,,,,,,,
2733,26.6,Colombo,,,,,,,,,
2734,26.3,Colombo,,,,,,,,,
2735,27.1,Colombo,,,,,,,,,
2736,27.3,Colombo,,,,,,,,,
2737,27.3,Colombo,,,,,,,,,
2738,27.1,Colombo,,,,,,,,,
2739,27.4,Colombo,,,,,,,,,
2740,27.5,Colombo,,,,,,,,,
2741,27.4,Colombo,,,,,,,,,
2742,27.4,Colombo,,,,,,,,,
2743,27.4,Colombo,,,,,,,,,
2744,27.3,Colombo,,,,,,,,,
2745,26.6,Colombo,,,,,,,,,
2746,25.8,Colombo,,,,,,,,,
2747,26.6,Colombo,,,,,,,,,
2748,27,Colombo,,,,,,,,,
2749,27.2,Colombo,,,,,,,,,
2750,27.2,Colombo,,,,,,,,,
2751,27.1,Colombo,,,,,,,,,
2752,27.2,Colombo,,,,,,,,,
2753,26.9,Colombo,,,,,,,,,
2754,27.2,Colombo,,,,,,,,,
2755,27.2,Colombo,,,,,,,,,
2756,26.6,Colombo,,,,,,,,,
2757,26.9,Colombo,,,,,,,,,
2758,26.7,Colombo,,,,,,,,,
2759,27.6,Colombo,,,,,,,,,
2760,27.3,Colombo,,,,,,,,,
2761,27.6,Colombo,,,,,,,,,
2762,27.6,Colombo,,,,,,,,,
2763,27.6,Colombo,,,,,,,,,
2764,27.4,Colombo,,,,,,,,,
2765,27,Colombo,,,,,,,,,
2766,27.2,Colombo,,,,,,,,,
2767,26.5,Colombo,,,,,,,,,
2768,26.2,Colombo,,,,,,,,,
2769,26.8,Colombo,,,,,,,,,
2770,27,Colombo,,,,,,,,,
2771,27.1,Colombo,,,,,,,,,
2772,27.1,Colombo,,,,,,,,,
2773,27.1,Colombo,,,,,,,,,
2774,26.8,Colombo,,,,,,,,,
2775,26.6,Colombo,,,,,,,,,
2776,26.8,Colombo,,,,,,,,,
2777,26.6,Colombo,,,,,,,,,
2778,26.5,Colombo,,,,,,,,,
2779,26.8,Colombo,,,,,,,,,
2780,26.7,Colombo,,,,,,,,,
2781,26.7,Colombo,,,,,,,,,
2782,26.5,Colombo,,,,,,,,,
2783,26.4,Colombo,,,,,,,,,
2784,26.5,Colombo,,,,,,,,,
2785,26.4,Colombo,,,,,,,,,
2786,25.7,Colombo,,,,,,,,,
2787,26.6,Colombo,,,,,,,,,
2788,26.6,Colombo,,,,,,,,,
2789,26.6,Colombo,,,,,,,,,
2790,26.4,Colombo,,,,,,,,,
2791,26.8,Colombo,,,,,,,,,
2792,26.9,Colombo,,,,,,,,,
2793,26.9,Colombo,,,,,,,,,
2794,26.9,Colombo,,,,,,,,,
2795,26.6,Colombo,,,,,,,,,
2796,26.3,Colombo,,,,,,,,,
2797,26.5,Colombo,,,,,,,,,
2798,26.8,Colombo,,,,,,,,,
2799,27,Colombo,,,,,,,,,
2800,26.8,Colombo,,,,,,,,,
2801,26.7,Colombo,,,,,,,,,
2802,26.3,Colombo,,,,,,,,,
2803,26.4,Colombo,,,,,,,,,
2804,25.7,Colombo,,,,,,,,,
2805,25.6,Colombo,,,,,,,,,
2806,25.8,Colombo,,,,,,,,,
2807,25.7,Colombo,,,,,,,,,
2808,25.7,Colombo,,,,,,,,,
2809,26.3,Colombo,,,,,,,,,
2810,26.7,Colombo,,,,,,,,,
2811,26.4,Colombo,,,,,,,,,
2812,25.6,Colombo,,,,,,,,,
2813,26.4,Colombo,,,,,,,,,
2814,27.2,Colombo,,,,,,,,,
2815,27,Colombo,,,,,,,,,
2816,26.4,Colombo,,,,,,,,,
2817,27,Colombo,,,,,,,,,
2818,27,Colombo,,,,,,,,,
2819,26.4,Colombo,,,,,,,,,
2820,26.6,Colombo,,,,,,,,,
2821,26.8,Colombo,,,,,,,,,
2822,26.8,Colombo,,,,,,,,,
2823,26.5,Colombo,,,,,,,,,
2824,25.8,Colombo,,,,,,,,,
2825,26,Colombo,,,,,,,,,
2826,26.3,Colombo,,,,,,,,,
2827,26.5,Colombo,,,,,,,,,
2828,27.1,Colombo,,,,,,,,,
2829,26.6,Colombo,,,,,,,,,
2830,26.6,Colombo,,,,,,,,,
2831,27,Colombo,,,,,,,,,
2832,26.3,Colombo,,,,,,,,,
2833,26.7,Colombo,,,,,,,,,
2834,26,Colombo,,,,,,,,,
2835,26.2,Colombo,,,,,,,,,
2836,26,Colombo,,,,,,,,,
2837,26.7,Colombo,,,,,,,,,
2838,26.5,Colombo,,,,,,,,,
2839,26.6,Colombo,,,,,,,,,
2840,25.8,Colombo,,,,,,,,,
2841,26.1,Colombo,,,,,,,,,
2842,25.9,Colombo,,,,,,,,,
2843,25.4,Colombo,,,,,,,,,
2844,26.5,Colombo,,,,,,,,,
2845,27.1,Colombo,,,,,,,,,
2846,27.1,Colombo,,,,,,,,,
2847,26.6,Colombo,,,,,,,,,
2848,26,Colombo,,,,,,,,,
2849,26.2,Colombo,,,,,,,,,
2850,26.7,Colombo,,,,,,,,,
2851,26.4,Colombo,,,,,,,,,
2852,26.7,Colombo,,,,,,,,,
2853,27.1,Colombo,,,,,,,,,
2854,27.1,Colombo,,,,,,,,,
2855,26.5,Colombo,,,,,,,,,
2856,26.3,Colombo,,,,,,,,,
2857,26.5,Colombo,,,,,,,,,
2858,26.2,Colombo,,,,,,,,,
2859,25.8,Colombo,,,,,,,,,
2860,25,Colombo,,,,,,,,,
2861,26.1,Colombo,,,,,,,,,
2862,25.5,Colombo,,,,,,,,,
2863,26.1,Colombo,,,,,,,,,
2864,25.8,Colombo,,,,,,,,,
2865,25.6,Colombo,,,,,,,,,
2866,26.2,Colombo,,,,,,,,,
2867,25.5,Colombo,,,,,,,,,
2868,25.6,Colombo,,,,,,,,,
2869,26,Colombo,,,,,,,,,
2870,25.7,Colombo,,,,,,,,,
2871,25.9,Colombo,,,,,,,,,
2872,26.5,Colombo,,,,,,,,,
2873,26.4,Colombo,,,,,,,,,
2874,26.6,Colombo,,,,,,,,,
2875,27.1,Colombo,,,,,,,,,
2876,26.9,Colombo,,,,,,,,,
2877,26.9,Colombo,,,,,,,,,
2878,26.8,Colombo,,,,,,,,,
2879,26.5,Colombo,,,,,,,,,
2880,25.8,Colombo,,,,,,,,,
2881,26.3,Colombo,,,,,,,,,
2882,26.3,Colombo,,,,,,,,,
2883,26.4,Colombo,,,,,,,,,
2884,26.9,Colombo,,,,,,,,,
2885,24.6,Colombo,,,,,,,,,
2886,24.1,Colombo,,,,,,,,,
2887,25.2,Colombo,,,,,,,,,
2888,26,Colombo,,,,,,,,,
2889,25.3,Colombo,,,,,,,,,
2890,24.7,Colombo,,,,,,,,,
2891,24.5,Colombo,,,,,,,,,
2892,25.4,Colombo,,,,,,,,,
2893,25.8,Colombo,,,,,,,,,
2894,26,Colombo,,,,,,,,,
2895,26.4,Colombo,,,,,,,,,
2896,26,Colombo,,,,,,,,,
2897,25.9,Colombo,,,,,,,,,
2898,25.5,Colombo,,,,,,,,,
2899,25.2,Colombo,,,,,,,,,
2900,26.3,Colombo,,,,,,,,,
2901,26.5,Colombo,,,,,,,,,
2902,26.1,Colombo,,,,,,,,,
2903,26,Colombo,,,,,,,,,
2904,25.8,Colombo,,,,,,,,,
2905,26.4,Colombo,,,,,,,,,
2906,26.5,Colombo,,,,,,,,,
2907,26.8,Colombo,,,,,,,,,
2908,26.3,Colombo,,,,,,,,,
2909,26.4,Colombo,,,,,,,,,
2910,25.2,Colombo,,,,,,,,,
2911,26,Colombo,,,,,,,,,
2912,26.4,Colombo,,,,,,,,,
2913,26.1,Colombo,,,,,,,,,
2914,26.5,Colombo,,,,,,,,,
2915,26.8,Colombo,,,,,,,,,
2916,26.5,Colombo,,,,,,,,,
2917,26.7,Colombo,,,,,,,,,
2918,26.1,Colombo,,,,,,,,,
2919,26.3,Colombo,,,,,,,,,
2920,26.5,Colombo,,,,,,,,,
2921,26.8,Colombo,,,,,,,,,
2922,26.5,Colombo,,,,,,,,,
2923,27,Colombo,,,,,,,,,
2924,27.3,Colombo,,,,,,,,,
2925,27.2,Colombo,,,,,,,,,
2926,25.8,Colombo,,,,,,,,,
2927,25.7,Colombo,,,,,,,,,
2928,25.4,Colombo,,,,,,,,,
2929,26.2,Colombo,,,,,,,,,
2930,26.3,Colombo,,,,,,,,,
2931,26.9,Colombo,,,,,,,,,
2932,27.1,Colombo,,,,,,,,,
2933,26.7,Colombo,,,,,,,,,
2934,26.2,Colombo,,,,,,,,,
2935,26.8,Colombo,,,,,,,,,
2936,26.8,Colombo,,,,,,,,,
2937,26.9,Colombo,,,,,,,,,
2938,26.4,Colombo,,,,,,,,,
2939,26.3,Colombo,,,,,,,,,
2940,26.5,Colombo,,,,,,,,,
2941,26.5,Colombo,,,,,,,,,
2942,26.8,Colombo,,,,,,,,,
2943,26.4,Colombo,,,,,,,,,
2944,26.8,Colombo,,,,,,,,,
2945,27.2,Colombo,,,,,,,,,
2946,27.6,Colombo,,,,,,,,,
2947,27.5,Colombo,,,,,,,,,
2948,27.6,Colombo,,,,,,,,,
2949,26.2,Colombo,,,,,,,,,
2950,27.7,Colombo,,,,,,,,,
2951,27.8,Colombo,,,,,,,,,
2952,26.2,Colombo,,,,,,,,,
2953,27.6,Colombo,,,,,,,,,
2954,27.4,Colombo,,,,,,,,,
2955,27.8,Colombo,,,,,,,,,
2956,25.6,Colombo,,,,,,,,,
2957,27,Colombo,,,,,,,,,
2958,26.7,Colombo,,,,,,,,,
2959,26.3,Colombo,,,,,,,,,
2960,26.7,Colombo,,,,,,,,,
2961,27,Colombo,,,,,,,,,
2962,27,Colombo,,,,,,,,,
2963,27.2,Colombo,,,,,,,,,
2964,27.9,Colombo,,,,,,,,,
2965,28,Colombo,,,,,,,,,
2966,28.1,Colombo,,,,,,,,,
2967,28.7,Colombo,,,,,,,,,
2968,29,Colombo,,,,,,,,,
2969,28.4,Colombo,,,,,,,,,
2970,27.6,Colombo,,,,,,,,,
2971,28.1,Colombo,,,,,,,,,
2972,27.6,Colombo,,,,,,,,,
2973,27,Colombo,,,,,,,,,
2974,27.5,Colombo,,,,,,,,,
2975,28.2,Colombo,,,,,,,,,
2976,29.6,Colombo,,,,,,,,,
2977,28.3,Colombo,,,,,,,,,
2978,27.5,Colombo,,,,,,,,,
2979,26.9,Colombo,,,,,,,,,
2980,26.9,Colombo,,,,,,,,,
2981,27.7,Colombo,,,,,,,,,
2982,27.6,Colombo,,,,,,,,,
2983,26.9,Colombo,,,,,,,,,
2984,26.7,Colombo,,,,,,,,,
2985,27.5,Colombo,,,,,,,,,
2986,27.6,Colombo,,,,,,,,,
2987,27.5,Colombo,,,,,,,,,
2988,27.4,Colombo,,,,,,,,,
2989,27.1,Colombo,,,,,,,,,
2990,26.8,Colombo,,,,,,,,,
2991,26.9,Colombo,,,,,,,,,
2992,26,Colombo,,,,,,,,,
2993,26.5,Colombo,,,,,,,,,
2994,27.2,Colombo,,,,,,,,,
2995,27.7,Colombo,,,,,,,,,
2996,27.4,Colombo,,,,,,,,,
2997,27.1,Colombo,,,,,,,,,
2998,27.2,Colombo,,,,,,,,,
2999,27.3,Colombo,,,,,,,,,
3000,27.9,Colombo,,,,,,,,,
3001,27.6,Colombo,,,,,,,,,
3002,27.8,Colombo,,,,,,,,,
3003,27.6,Colombo,,,,,,,,,
3004,27.6,Colombo,,,,,,,,,
3005,27.7,Colombo,,,,,,,,,
3006,27,Colombo,,,,,,,,,
3007,26.9,Colombo,,,,,,,,,
3008,27.7,Colombo,,,,,,,,,
3009,27.7,Colombo,,,,,,,,,
3010,27.9,Colombo,,,,,,,,,
3011,27.2,Colombo,,,,,,,,,
3012,27.2,Colombo,,,,,,,,,
3013,27.1,Colombo,,,,,,,,,
3014,27.7,Colombo,,,,,,,,,
3015,28.1,Colombo,,,,,,,,,
3016,27.7,Colombo,,,,,,,,,
3017,27.1,Colombo,,,,,,,,,
3018,26.8,Colombo,,,,,,,,,
3019,27.4,Colombo,,,,,,,,,
3020,27.3,Colombo,,,,,,,,,
3021,27.8,Colombo,,,,,,,,,
3022,26.9,Colombo,,,,,,,,,
3023,26.9,Colombo,,,,,,,,,
3024,26.3,Colombo,,,,,,,,,
3025,26.8,Colombo,,,,,,,,,
3026,27.3,Colombo,,,,,,,,,
3027,27.3,Colombo,,,,,,,,,
3028,27.2,Colombo,,,,,,,,,
3029,26.7,Colombo,,,,,,,,,
3030,27.6,Colombo,,,,,,,,,
3031,27.4,Colombo,,,,,,,,,
3032,27.9,Colombo,,,,,,,,,
3033,27.5,Colombo,,,,,,,,,
3034,27.8,Colombo,,,,,,,,,
3035,27.7,Colombo,,,,,,,,,
3036,27.3,Colombo,,,,,,,,,
3037,27.3,Colombo,,,,,,,,,
3038,27.4,Colombo,,,,,,,,,
3039,27,Colombo,,,,,,,,,
3040,27.2,Colombo,,,,,,,,,
3041,27.6,Colombo,,,,,,,,,
3042,27.7,Colombo,,,,,,,,,
3043,27.6,Colombo,,,,,,,,,
3044,27.6,Colombo,,,,,,,,,
3045,27.3,Colombo,,,,,,,,,
3046,26.9,Colombo,,,,,,,,,
3047,27.3,Colombo,,,,,,,,,
3048,27,Colombo,,,,,,,,,
3049,26.2,Colombo,,,,,,,,,
3050,26.6,Colombo,,,,,,,,,
3051,26.8,Colombo,,,,,,,,,
3052,27.1,Colombo,,,,,,,,,
3053,26.6,Colombo,,,,,,,,,
3054,26.4,Colombo,,,,,,,,,
3055,26.8,Colombo,,,,,,,,,
3056,27.2,Colombo,,,,,,,,,
3057,26.2,Colombo,,,,,,,,,
3058,25.8,Colombo,,,,,,,,,
3059,25.9,Colombo,,,,,,,,,
3060,26.5,Colombo,,,,,,,,,
3061,25.8,Colombo,,,,,,,,,
3062,26.3,Colombo,,,,,,,,,
3063,26.5,Colombo,,,,,,,,,
3064,26.1,Colombo,,,,,,,,,
3065,25.6,Colombo,,,,,,,,,
3066,25.5,Colombo,,,,,,,,,
3067,26.1,Colombo,,,,,,,,,
3068,26.3,Colombo,,,,,,,,,
3069,27.2,Colombo,,,,,,,,,
3070,28,Colombo,,,,,,,,,
3071,28,Colombo,,,,,,,,,
3072,27.4,Colombo,,,,,,,,,
3073,26.5,Colombo,,,,,,,,,
3074,26.1,Colombo,,,,,,,,,
3075,26.6,Colombo,,,,,,,,,
3076,26.6,Colombo,,,,,,,,,
3077,26.9,Colombo,,,,,,,,,
3078,26.1,Colombo,,,,,,,,,
3079,26.2,Colombo,,,,,,,,,
3080,26.5,Colombo,,,,,,,,,
3081,26.6,Colombo,,,,,,,,,
3082,26.7,Colombo,,,,,,,,,
3083,26.8,Colombo,,,,,,,,,
3084,27.1,Colombo,,,,,,,,,
3085,26.3,Colombo,,,,,,,,,
3086,26.6,Colombo,,,,,,,,,
3087,26.4,Colombo,,,,,,,,,
3088,26,Colombo,,,,,,,,,
3089,26.8,Colombo,,,,,,,,,
3090,26.1,Colombo,,,,,,,,,
3091,26.3,Colombo,,,,,,,,,
3092,26.4,Colombo,,,,,,,,,
3093,25.9,Colombo,,,,,,,,,
3094,26.1,Colombo,,,,,,,,,
3095,26.2,Colombo,,,,,,,,,
3096,26.2,Colombo,,,,,,,,,
3097,26.3,Colombo,,,,,,,,,
3098,26.7,Colombo,,,,,,,,,
3099,26,Colombo,,,,,,,,,
3100,26.3,Colombo,,,,,,,,,
3101,26.3,Colombo,,,,,,,,,
3102,26.2,Colombo,,,,,,,,,
3103,26.5,Colombo,,,,,,,,,
3104,26.1,Colombo,,,,,,,,,
3105,26.8,Colombo,,,,,,,,,
3106,27,Colombo,,,,,,,,,
3107,27,Colombo,,,,,,,,,
3108,26.8,Colombo,,,,,,,,,
3109,26.9,Colombo,,,,,,,,,
3110,26.1,Colombo,,,,,,,,,
3111,25.7,Colombo,,,,,,,,,
3112,25.6,Colombo,,,,,,,,,
3113,25.6,Colombo,,,,,,,,,
3114,26,Colombo,,,,,,,,,
3115,26.2,Colombo,,,,,,,,,
3116,26.3,Colombo,,,,,,,,,
3117,26,Colombo,,,,,,,,,
3118,26.1,Colombo,,,,,,,,,
3119,26.5,Colombo,,,,,,,,,
3120,26.3,Colombo,,,,,,,,,
3121,26.4,Colombo,,,,,,,,,
3122,26.5,Colombo,,,,,,,,,
3123,26.7,Colombo,,,,,,,,,
3124,26.7,Colombo,,,,,,,,,
3125,26.6,Colombo,,,,,,,,,
3126,26.6,Colombo,,,,,,,,,
3127,26.3,Colombo,,,,,,,,,
3128,26.3,Colombo,,,,,,,,,
3129,26.4,Colombo,,,,,,,,,
3130,26.4,Colombo,,,,,,,,,
3131,26.3,Colombo,,,,,,,,,
3132,25.6,Colombo,,,,,,,,,
3133,25.7,Colombo,,,,,,,,,
3134,26.2,Colombo,,,,,,,,,
3135,26.1,Colombo,,,,,,,,,
3136,26.4,Colombo,,,,,,,,,
3137,26.6,Colombo,,,,,,,,,
3138,26.6,Colombo,,,,,,,,,
3139,26.4,Colombo,,,,,,,,,
3140,25.8,Colombo,,,,,,,,,
3141,25.6,Colombo,,,,,,,,,
3142,26,Colombo,,,,,,,,,
3143,26.4,Colombo,,,,,,,,,
3144,26.5,Colombo,,,,,,,,,
3145,26.1,Colombo,,,,,,,,,
3146,26.2,Colombo,,,,,,,,,
3147,25.8,Colombo,,,,,,,,,
3148,25.7,Colombo,,,,,,,,,
3149,26.2,Colombo,,,,,,,,,
3150,26,Colombo,,,,,,,,,
3151,25.8,Colombo,,,,,,,,,
3152,25.9,Colombo,,,,,,,,,
3153,25.9,Colombo,,,,,,,,,
3154,25.9,Colombo,,,,,,,,,
3155,25.8,Colombo,,,,,,,,,
3156,26,Colombo,,,,,,,,,
3157,26,Colombo,,,,,,,,,
3158,26,Colombo,,,,,,,,,
3159,25.9,Colombo,,,,,,,,,
3160,26.1,Colombo,,,,,,,,,
3161,26.2,Colombo,,,,,,,,,
3162,26,Colombo,,,,,,,,,
3163,26.1,Colombo,,,,,,,,,
3164,26.4,Colombo,,,,,,,,,
3165,26.2,Colombo,,,,,,,,,
3166,26.3,Colombo,,,,,,,,,
3167,26.2,Colombo,,,,,,,,,
3168,26.2,Colombo,,,,,,,,,
3169,26.5,Colombo,,,,,,,,,
3170,26.9,Colombo,,,,,,,,,
3171,26.9,Colombo,,,,,,,,,
3172,26.5,Colombo,,,,,,,,,
3173,26.9,Colombo,,,,,,,,,
3174,26.7,Colombo,,,,,,,,,
3175,27.1,Colombo,,,,,,,,,
3176,27.6,Colombo,,,,,,,,,
3177,27.3,Colombo,,,,,,,,,
3178,27.3,Colombo,,,,,,,,,
3179,27.4,Colombo,,,,,,,,,
3180,27.6,Colombo,,,,,,,,,
3181,27.5,Colombo,,,,,,,,,
3182,27.1,Colombo,,,,,,,,,
3183,26.9,Colombo,,,,,,,,,
3184,26.3,Colombo,,,,,,,,,
3185,25.7,Colombo,,,,,,,,,
3186,26.2,Colombo,,,,,,,,,
3187,26.4,Colombo,,,,,,,,,
3188,25.5,Colombo,,,,,,,,,
3189,26,Colombo,,,,,,,,,
3190,26.6,Colombo,,,,,,,,,
3191,26.2,Colombo,,,,,,,,,
3192,26.1,Colombo,,,,,,,,,
3193,25.8,Colombo,,,,,,,,,
3194,25.7,Colombo,,,,,,,,,
3195,26.2,Colombo,,,,,,,,,
3196,26.1,Colombo,,,,,,,,,
3197,26.1,Colombo,,,,,,,,,
3198,26.7,Colombo,,,,,,,,,
3199,26.7,Colombo,,,,,,,,,
3200,25.8,Colombo,,,,,,,,,
3201,25.8,Colombo,,,,,,,,,
3202,25.5,Colombo,,,,,,,,,
3203,26.3,Colombo,,,,,,,,,
3204,25.8,Colombo,,,,,,,,,
3205,25.7,Colombo,,,,,,,,,
3206,25.4,Colombo,,,,,,,,,
3207,25.3,Colombo,,,,,,,,,
3208,26,Colombo,,,,,,,,,
3209,26.4,Colombo,,,,,,,,,
3210,26,Colombo,,,,,,,,,
3211,25.7,Colombo,,,,,,,,,
3212,26.7,Colombo,,,,,,,,,
3213,26.3,Colombo,,,,,,,,,
3214,25.7,Colombo,,,,,,,,,
3215,26.2,Colombo,,,,,,,,,
3216,25.8,Colombo,,,,,,,,,
3217,25.7,Colombo,,,,,,,,,
3218,25.9,Colombo,,,,,,,,,
3219,26.1,Colombo,,,,,,,,,
3220,26,Colombo,,,,,,,,,
3221,25.9,Colombo,,,,,,,,,
3222,25.9,Colombo,,,,,,,,,
3223,26.4,Colombo,,,,,,,,,
3224,26.7,Colombo,,,,,,,,,
3225,26.4,Colombo,,,,,,,,,
3226,25.7,Colombo,,,,,,,,,
3227,26,Colombo,,,,,,,,,
3228,25.7,Colombo,,,,,,,,,
3229,26.9,Colombo,,,,,,,,,
3230,25.6,Colombo,,,,,,,,,
3231,24,Colombo,,,,,,,,,
3232,25.3,Colombo,,,,,,,,,
3233,25.6,Colombo,,,,,,,,,
3234,25.4,Colombo,,,,,,,,,
3235,26.5,Colombo,,,,,,,,,
3236,26.2,Colombo,,,,,,,,,
3237,25.9,Colombo,,,,,,,,,
3238,26,Colombo,,,,,,,,,
3239,26.5,Colombo,,,,,,,,,
3240,26.7,Colombo,,,,,,,,,
3241,25.9,Colombo,,,,,,,,,
3242,26.3,Colombo,,,,,,,,,
3243,25.7,Colombo,,,,,,,,,
3244,25.9,Colombo,,,,,,,,,
3245,25.1,Colombo,,,,,,,,,
3246,26,Colombo,,,,,,,,,
3247,26.5,Colombo,,,,,,,,,
3248,26.2,Colombo,,,,,,,,,
3249,25.9,Colombo,,,,,,,,,
3250,26.2,Colombo,,,,,,,,,
3251,26.8,Colombo,,,,,,,,,
3252,26.3,Colombo,,,,,,,,,
3253,25.7,Colombo,,,,,,,,,
3254,26,Colombo,,,,,,,,,
3255,26.4,Colombo,,,,,,,,,
3256,26.8,Colombo,,,,,,,,,
3257,26.7,Colombo,,,,,,,,,
3258,26.3,Colombo,,,,,,,,,
3259,26.5,Colombo,,,,,,,,,
3260,26.2,Colombo,,,,,,,,,
3261,26.4,Colombo,,,,,,,,,
3262,26.4,Colombo,,,,,,,,,
3263,26.9,Colombo,,,,,,,,,
3264,26.3,Colombo,,,,,,,,,
3265,25.7,Colombo,,,,,,,,,
3266,25.5,Colombo,,,,,,,,,
3267,25.4,Colombo,,,,,,,,,
3268,25.8,Colombo,,,,,,,,,
3269,26.1,Colombo,,,,,,,,,
3270,25.7,Colombo,,,,,,,,,
3271,25.7,Colombo,,,,,,,,,
3272,25.6,Colombo,,,,,,,,,
3273,26.3,Colombo,,,,,,,,,
3274,26.5,Colombo,,,,,,,,,
3275,26.4,Colombo,,,,,,,,,
3276,25.2,Colombo,,,,,,,,,
3277,25.1,Colombo,,,,,,,,,
3278,25.7,Colombo,,,,,,,,,
3279,25.9,Colombo,,,,,,,,,
3280,26.5,Colombo,,,,,,,,,
3281,25.8,Colombo,,,,,,,,,
3282,25.8,Colombo,,,,,,,,,
3283,26.1,Colombo,,,,,,,,,
3284,26.4,Colombo,,,,,,,,,
3285,26.3,Colombo,,,,,,,,,
3286,26.3,Colombo,,,,,,,,,
3287,26.1,Colombo,,,,,,,,,
3288,25.7,Colombo,,,,,,,,,
3289,26.1,Colombo,,,,,,,,,
3290,26,Colombo,,,,,,,,,
3291,26.4,Colombo,,,,,,,,,
3292,26.2,Colombo,,,,,,,,,
3293,26.8,Colombo,,,,,,,,,
3294,27.4,Colombo,,,,,,,,,
3295,27.6,Colombo,,,,,,,,,
3296,27.7,Colombo,,,,,,,,,
3297,27.6,Colombo,,,,,,,,,
3298,27.3,Colombo,,,,,,,,,
3299,26.9,Colombo,,,,,,,,,
3300,27.1,Colombo,,,,,,,,,
3301,27.4,Colombo,,,,,,,,,
3302,27.2,Colombo,,,,,,,,,
3303,26.7,Colombo,,,,,,,,,
3304,26.2,Colombo,,,,,,,,,
3305,26.1,Colombo,,,,,,,,,
3306,26.4,Colombo,,,,,,,,,
3307,26.6,Colombo,,,,,,,,,
3308,27.1,Colombo,,,,,,,,,
3309,27.8,Colombo,,,,,,,,,
3310,27.7,Colombo,,,,,,,,,
3311,27.7,Colombo,,,,,,,,,
3312,27.8,Colombo,,,,,,,,,
3313,26.9,Colombo,,,,,,,,,
3314,26.9,Colombo,,,,,,,,,
3315,28.2,Colombo,,,,,,,,,
3316,28.2,Colombo,,,,,,,,,
3317,28.8,Colombo,,,,,,,,,
3318,28.7,Colombo,,,,,,,,,
3319,28.4,Colombo,,,,,,,,,
3320,28.3,Colombo,,,,,,,,,
3321,26.5,Colombo,,,,,,,,,
3322,26.3,Colombo,,,,,,,,,
3323,26.7,Colombo,,,,,,,,,
3324,26.8,Colombo,,,,,,,,,
3325,26.2,Colombo,,,,,,,,,
3326,25.7,Colombo,,,,,,,,,
3327,26.7,Colombo,,,,,,,,,
3328,27.5,Colombo,,,,,,,,,
3329,27.6,Colombo,,,,,,,,,
3330,27.6,Colombo,,,,,,,,,
3331,27.3,Colombo,,,,,,,,,
3332,26.8,Colombo,,,,,,,,,
3333,26.5,Colombo,,,,,,,,,
3334,26.8,Colombo,,,,,,,,,
3335,27.1,Colombo,,,,,,,,,
3336,27.7,Colombo,,,,,,,,,
3337,27.7,Colombo,,,,,,,,,
3338,27.8,Colombo,,,,,,,,,
3339,27.6,Colombo,,,,,,,,,
3340,27.1,Colombo,,,,,,,,,
3341,26.8,Colombo,,,,,,,,,
3342,27.8,Colombo,,,,,,,,,
3343,27.6,Colombo,,,,,,,,,
3344,26.7,Colombo,,,,,,,,,
3345,27.3,Colombo,,,,,,,,,
3346,28.2,Colombo,,,,,,,,,
3347,28.6,Colombo,,,,,,,,,
3348,28.1,Colombo,,,,,,,,,
3349,27.3,Colombo,,,,,,,,,
3350,28.1,Colombo,,,,,,,,,
3351,28.1,Colombo,,,,,,,,,
3352,28.5,Colombo,,,,,,,,,
3353,28.7,Colombo,,,,,,,,,
3354,27.6,Colombo,,,,,,,,,
3355,28.6,Colombo,,,,,,,,,
3356,28.3,Colombo,,,,,,,,,
3357,27.5,Colombo,,,,,,,,,
3358,28.2,Colombo,,,,,,,,,
3359,29.2,Colombo,,,,,,,,,
3360,28.7,Colombo,,,,,,,,,
3361,28.3,Colombo,,,,,,,,,
3362,27.4,Colombo,,,,,,,,,
3363,27.2,Colombo,,,,,,,,,
3364,28.1,Colombo,,,,,,,,,
3365,28.2,Colombo,,,,,,,,,
3366,27.7,Colombo,,,,,,,,,
3367,28.4,Colombo,,,,,,,,,
3368,27.8,Colombo,,,,,,,,,
3369,28.7,Colombo,,,,,,,,,
3370,29.2,Colombo,,,,,,,,,
3371,28.9,Colombo,,,,,,,,,
3372,28.9,Colombo,,,,,,,,,
3373,29,Colombo,,,,,,,,,
3374,28.9,Colombo,,,,,,,,,
3375,28.6,Colombo,,,,,,,,,
3376,29,Colombo,,,,,,,,,
3377,28.8,Colombo,,,,,,,,,
3378,29,Colombo,,,,,,,,,
3379,29.3,Colombo,,,,,,,,,
3380,29.5,Colombo,,,,,,,,,
3381,29.4,Colombo,,,,,,,,,
3382,29.6,Colombo,,,,,,,,,
3383,29.6,Colombo,,,,,,,,,
3384,29.9,Colombo,,,,,,,,,
3385,29.7,Colombo,,,,,,,,,
3386,29.4,Colombo,,,,,,,,,
3387,28.3,Colombo,,,,,,,,,
3388,29.3,Colombo,,,,,,,,,
3389,28.9,Colombo,,,,,,,,,
3390,28.9,Colombo,,,,,,,,,
3391,28.8,Colombo,,,,,,,,,
3392,27.8,Colombo,,,,,,,,,
